Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,label,home_form,away_form,form_diff,home_wform,away_wform,wform_diff,home_adj_form,away_adj_form,adj_form_diff,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg,scored_diff,conceded_diff,h2h_home_winrate,home_advantage,home_elo,away_elo,elo_diff,home_sot_avg,away_sot_avg,sot_diff,home_rest,away_rest,rest_diff,home_season_gd,away_season_gd,season_gd_diff,home_ppg,away_ppg,ppg_diff,elo_x_home_adv
2015/16,2015-11-21,Watford,Manchester United,1,2,A,2,1.8,2.2,-0.40000000000000013,2.032010243277849,1.852752880921895,0.17925736235595413,1.8186179371756275,2.1979153702139977,-0.37929743303837027,1.2,1.0,1.8,0.4,-0.6000000000000001,0.6,0.45,0.5,1504.514030811158,1535.5848254218618,-31.070794610703842,3.0,3.8,-0.7999999999999998,21,21,0,0,7,-7,1.3333333333333333,1.8333333333333333,-0.5,-15.535397305351921
2015/16,2015-11-21,Newcastle United,Leicester City,0,3,A,2,1.0,1.6,-0.6000000000000001,1.0192061459667094,2.0089628681177976,-0.9897567221510881,0.9921292889794231,1.6098898380914346,-0.6177605491120115,1.8,1.8,2.0,2.2,-0.19999999999999996,-0.40000000000000013,0.45,0.5,1472.257436556298,1556.6489624806072,-84.39152592430924,6.0,5.4,0.5999999999999996,21,21,0,-7,8,-15,1.0,2.1538461538461537,-1.1538461538461537,-42.19576296215462
2015/16,2015-11-21,Southampton,Stoke City,0,1,A,2,1.2,1.6,-0.40000000000000013,1.2304737516005122,1.3994878361075545,-0.16901408450704225,1.2046369795832401,1.596123154659411,-0.3914861750761709,2.0,1.8,1.0,1.0,1.0,0.8,0.45,0.5714285714285714,1523.7022956969336,1511.9748289759907,11.727466720942857,5.8,2.8,3.0,27,21,6,6,2,4,1.6666666666666667,1.5833333333333333,0.08333333333333348,6.701409554824489
2015/16,2015-11-21,Manchester City,Liverpool,1,4,A,2,2.0,1.8,0.19999999999999996,2.1971830985915495,1.9321382842509602,0.26504481434058924,1.975985369767867,1.777900730432415,0.19808463933545206,2.2,1.2,1.6,1.0,0.6000000000000001,0.19999999999999996,0.45,0.8333333333333334,1535.0143646791998,1511.9443849585018,23.06997972069803,6.4,6.2,0.20000000000000018,21,21,0,14,-1,15,1.9166666666666667,1.4166666666666667,0.5,19.224983100581692
2015/16,2015-11-21,Everton,Aston Villa,4,0,H,0,1.0,0.0,1.0,0.795134443021767,0.0,0.795134443021767,0.9969847553484659,0.0,0.9969847553484659,0.8,1.4,1.0,2.2,-0.19999999999999996,-0.8000000000000003,0.45,0.4166666666666667,1499.384788090276,1428.6336759875455,70.75111210273053,3.4,3.0,0.3999999999999999,28,28,0,2,-10,12,1.25,0.46153846153846156,0.7884615384615384,29.479630042804388
2015/16,2015-11-21,Chelsea,Norwich City,1,0,H,0,1.4,0.4,0.9999999999999999,1.002560819462228,0.24199743918053776,0.7605633802816902,1.385269612367566,0.4019510764825129,0.9833185358850531,1.6,1.4,1.2,2.4,0.40000000000000013,-1.0,0.45,0.35714285714285715,1467.4088316621421,1455.531078238825,11.877753423317017,4.0,4.2,-0.20000000000000018,21,21,0,-6,-11,5,0.9166666666666666,0.75,0.16666666666666663,4.242054794041792
2015/16,2015-11-21,Swansea City,Bournemouth,2,2,D,1,0.8,0.8,0.0,0.8412291933418694,0.5185659411011524,0.322663252240717,0.7761624346262268,0.7848431491610721,-0.008680714534845313,0.6,1.6,1.2,2.6,-0.6,-1.0,0.45,0.42857142857142855,1482.2200722259342,1464.5393490801155,17.680723145818774,3.2,3.4,-0.19999999999999973,21,27,-6,-6,-10,4,1.0833333333333333,0.9166666666666666,0.16666666666666663,7.577452776779475
2015/16,2015-11-22,Tottenham,West Ham,4,1,H,0,2.6,2.0,0.6000000000000001,2.508322663252241,1.740076824583867,0.7682458386683739,2.593157077943156,2.017025989526019,0.5761310884171369,2.2,0.4,1.8,1.4,0.40000000000000013,-0.9999999999999999,0.45,0.75,1538.6810097334449,1528.6928724982995,9.98813723514536,6.2,4.4,1.7999999999999998,28,22,6,10,7,3,1.6923076923076923,1.6923076923076923,0.0,7.491102926359019
2015/16,2015-11-23,Crystal Palace,Sunderland,0,1,A,2,0.8,0.6,0.20000000000000007,0.7426376440460948,0.9833546734955185,-0.24071702944942375,0.8049350102340274,0.5931185810729758,0.2118164291610516,0.4,1.0,0.6,1.4,-0.19999999999999996,-0.3999999999999999,0.45,0.5,1514.9596453490392,1433.2616574865913,81.69798786244792,3.4,2.6,0.7999999999999998,23,29,-6,3,-15,18,1.6666666666666667,0.46153846153846156,1.2051282051282053,40.84899393122396
2015/16,2015-11-28,Manchester City,Southampton,3,1,H,0,2.0,1.0,1.0,1.647887323943662,0.8450704225352113,0.8028169014084507,1.975985369767867,1.005860648486356,0.9701247212815112,2.2,1.2,1.6,1.6,0.6000000000000001,-0.40000000000000013,0.45,0.7142857142857143,1524.351331451077,1513.364880207139,10.986451243937836,5.4,5.0,0.40000000000000036,7,7,0,11,5,6,1.7692307692307692,1.5384615384615385,0.23076923076923062,7.847465174241312
2015/16,2015-11-28,Sunderland,Stoke City,2,0,H,0,1.2,2.0,-0.8,1.7208706786171575,1.9551856594110115,-0.23431498079385404,1.1991024392125915,1.9987345249150223,-0.7996320857024308,0.8,1.2,0.8,0.6,0.0,0.6,0.45,0.3333333333333333,1445.5707120837278,1522.3122444657852,-76.74153238205736,3.0,2.8,0.20000000000000018,5,7,-2,-14,3,-17,0.6428571428571429,1.6923076923076923,-1.0494505494505493,-25.58051079401912
2015/16,2015-11-28,Crystal Palace,Newcastle United,5,1,H,0,0.8,1.0,-0.19999999999999996,0.5569782330345711,0.764404609475032,-0.2074263764404609,0.8049350102340274,0.9921292889794231,-0.18719427874539574,0.4,1.0,1.6,2.0,-1.2000000000000002,-1.0,0.45,0.4166666666666667,1502.6505907519027,1464.639751305198,38.01083944670472,4.0,5.2,-1.2000000000000002,5,7,-2,2,-10,12,1.5384615384615385,0.9285714285714286,0.6098901098901099,15.837849769460302
2015/16,2015-11-28,Bournemouth,Everton,3,3,D,1,0.8,1.4,-0.5999999999999999,0.6389244558258643,1.501920614596671,-0.8629961587708067,0.7764235779021676,1.3682190231401878,-0.5917954452380202,1.4,2.8,1.6,1.4,-0.20000000000000018,1.4,0.45,0.3333333333333333,1465.0478023594014,1507.3760967131211,-42.328294353719684,3.8,4.6,-0.7999999999999998,7,7,0,-10,6,-16,0.9230769230769231,1.3846153846153846,-0.46153846153846145,-14.109431451239894
2015/16,2015-11-28,Aston Villa,Watford,2,3,A,2,0.0,1.2,-1.2,0.0,1.290653008962868,-1.290653008962868,0.0,1.225772196908816,-1.225772196908816,0.6,2.4,1.0,1.2,-0.4,1.2,0.45,0.16666666666666666,1420.6423673647005,1495.4059437326744,-74.76357636797388,2.8,3.2,-0.40000000000000036,7,7,0,-14,-1,-13,0.42857142857142855,1.2307692307692308,-0.8021978021978022,-12.46059606132898
2015/16,2015-11-28,Leicester City,Manchester United,1,1,D,1,2.0,2.2,-0.20000000000000018,2.412291933418694,2.139564660691421,0.27272727272727293,1.9982424958182552,2.189818920098791,-0.191576424280536,2.2,1.8,1.6,0.2,0.6000000000000001,1.6,0.45,0.75,1564.2666477317073,1544.6929125003453,19.57373523136198,5.8,4.4,1.3999999999999995,7,7,0,11,8,3,2.2142857142857144,1.9230769230769231,0.2912087912087913,14.680301423521485
2015/16,2015-11-29,Liverpool,Swansea City,1,0,H,0,2.2,0.8,1.4000000000000001,2.3546734955185658,0.8809218950064021,1.4737516005121636,2.194252474338751,0.7702143099839015,1.4240381643548496,2.2,1.0,1.0,2.0,1.2000000000000002,-1.0,0.45,0.5,1522.6074181866247,1481.7116189466483,40.89579923997644,6.6,3.4,3.1999999999999997,8,8,0,2,-6,8,1.5384615384615385,1.0769230769230769,0.4615384615384617,20.44789961998822
2015/16,2015-11-29,Norwich City,Arsenal,1,1,D,1,0.2,2.4,-2.1999999999999997,0.10371318822023047,2.0166453265044813,-1.9129321382842508,0.2029461169143195,2.416202951137473,-2.2132568342231536,1.0,2.4,2.8,1.0,-1.7999999999999998,1.4,0.45,0.3,1445.8728143396363,1539.9941210015859,-94.12130666194957,4.2,6.2,-2.0,8,8,0,-12,12,-24,0.6923076923076923,2.0,-1.3076923076923077,-28.23639199858487
2015/16,2015-11-29,Tottenham,Chelsea,0,0,D,1,2.6,1.4,1.2000000000000002,2.6312419974391807,1.501920614596671,1.1293213828425097,2.62236880879919,1.3571279147856778,1.2652408940135123,2.8,0.6,1.4,1.4,1.4,-0.7999999999999999,0.45,0.7857142857142857,1548.3936072055806,1477.067095561331,71.32651164424965,7.8,4.0,3.8,7,8,-1,13,-5,18,1.7857142857142858,1.0769230769230769,0.7087912087912089,56.042259149053294
2015/16,2015-11-29,West Ham,West Bromwich,1,1,D,1,1.4,1.8,-0.40000000000000013,1.0717029449423816,1.9513444302176697,-0.8796414852752881,1.405546069533427,1.782297682607107,-0.3767516130736801,1.6,2.0,1.2,1.4,0.40000000000000013,0.6000000000000001,0.45,0.5,1518.9802750261638,1495.05176906565,23.928505960513803,4.6,2.8,1.7999999999999998,7,8,-1,4,-5,9,1.5714285714285714,1.3076923076923077,0.2637362637362637,11.964252980256902
2015/16,2015-12-09,West Bromwich,Southampton,0,0,D,1,2.0,1.0,1.0,1.791293213828425,0.6338028169014085,1.1574903969270165,1.9848283859439289,1.005860648486356,0.9789677374575729,1.4,1.0,1.4,1.6,0.0,-0.6000000000000001,0.45,0.35714285714285715,1495.7393999551782,1503.680990338042,-7.941590382863751,3.0,5.0,-2.0,10,11,-1,-5,3,-8,1.2857142857142858,1.4285714285714286,-0.1428571428571428,-2.836282279594197
2015/16,2015-12-09,Watford,Swansea City,1,0,H,0,1.8,0.8,1.0,1.9513444302176697,0.6606914212548015,1.290653008962868,1.794029143854696,0.7702143099839015,1.0238148338707944,1.6,1.4,0.8,1.6,0.8,-0.20000000000000018,0.45,0.42857142857142855,1503.286685516166,1472.8832884706765,30.403397045489555,4.0,2.6,1.4,11,10,1,0,-7,7,1.3571428571428572,1.0,0.3571428571428572,13.030027305209808
2015/16,2015-12-09,Norwich City,Bournemouth,3,1,H,0,0.2,0.4,-0.2,0.32778489116517284,0.5736235595390525,-0.2458386683738797,0.20533254946687812,0.39861282252520736,-0.19328027305832923,0.8,2.2,1.6,3.4,-0.8,-1.1999999999999997,0.45,0.3333333333333333,1448.5174621675542,1466.2601165254282,-17.742654357874017,3.2,4.8,-1.5999999999999996,10,11,-1,-12,-10,-2,0.7142857142857143,0.9285714285714286,-0.2142857142857143,-5.914218119291339
2015/16,2015-12-09,Manchester United,Liverpool,3,1,H,0,1.8,2.2,-0.40000000000000013,1.6991037131882203,2.5160051216389245,-0.8169014084507042,1.8231861813651293,2.2047578254341937,-0.3815716440690644,1.2,0.4,1.8,0.6,-0.6000000000000001,-0.19999999999999996,0.45,0.75,1545.2556946009113,1531.4357486625966,13.819945938314731,3.4,4.6,-1.1999999999999997,11,10,1,8,3,5,1.8571428571428572,1.6428571428571428,0.2142857142857144,10.364959453736049
2015/16,2015-12-09,Everton,Chelsea,3,1,H,0,1.4,1.4,0.0,1.3764404609475032,1.3764404609475032,0.0,1.363468087175805,1.3672662776144933,-0.0037981904386883425,2.2,2.0,1.0,1.0,1.2000000000000002,1.0,0.45,0.5,1506.1637825470943,1479.0916747453678,27.072107801726588,5.4,3.4,2.0000000000000004,11,10,1,6,-5,11,1.3571428571428572,1.0714285714285714,0.2857142857142858,13.536053900863294
2015/16,2015-12-09,Crystal Palace,Manchester City,0,1,A,2,0.8,2.0,-1.2,1.1677336747759284,1.9859154929577465,-0.8181818181818181,0.7906844129804972,1.9884583301708154,-1.1977739171903181,1.2,1.2,2.2,1.4,-1.0000000000000002,-0.19999999999999996,0.45,0.5,1511.5608949906834,1534.035221320174,-22.474326329490623,5.0,5.8,-0.7999999999999998,11,11,0,6,13,-7,1.6428571428571428,1.8571428571428572,-0.2142857142857144,-11.237163164745311
2015/16,2015-12-09,Arsenal,Stoke City,2,0,H,0,2.0,1.4,0.6000000000000001,1.6069142125480154,1.2330345710627402,0.3738796414852752,1.988919635777291,1.4021442493416552,0.5867753864356358,2.0,0.8,0.4,0.8,1.6,0.0,0.45,0.6666666666666666,1537.349473173668,1510.1386790854458,27.2107940882222,4.4,2.4,2.0000000000000004,10,11,-1,12,1,11,1.9285714285714286,1.5714285714285714,0.3571428571428572,18.14052939214813
2015/16,2015-12-12,West Ham,Stoke City,0,0,D,1,1.4,0.8,0.5999999999999999,1.0537772087067863,0.6914212548015365,0.3623559539052498,1.4071934307773792,0.8056210146820195,0.6015724160953597,1.4,1.8,0.2,1.2,1.2,0.6000000000000001,0.45,0.5,1518.2926441366355,1500.9202712900353,17.37237284660023,4.4,2.8,1.6000000000000005,13,3,10,4,-1,5,1.5333333333333334,1.4666666666666666,0.06666666666666687,8.686186423300114
2015/16,2015-12-12,Norwich City,Everton,1,1,D,1,0.8,1.4,-0.5999999999999999,1.229193341869398,1.7823303457106274,-0.5531370038412293,0.7918365960770494,1.3584298472744187,-0.5665932511973694,1.0,1.2,2.2,1.8,-1.2000000000000002,-0.6000000000000001,0.45,0.42857142857142855,1459.027693346014,1515.386157793447,-56.35846444743288,2.8,6.4,-3.6000000000000005,3,3,0,-10,8,-18,0.8666666666666667,1.4666666666666666,-0.5999999999999999,-24.153627620328376
2015/16,2015-12-12,Sunderland,Watford,0,1,A,2,1.8,2.4,-0.5999999999999999,2.274007682458387,2.446862996158771,-0.1728553137003841,1.8080273369989057,2.3831824592429665,-0.5751551222440607,1.2,0.8,1.8,0.8,-0.6000000000000001,0.0,0.45,0.42857142857142855,1457.7442774640672,1512.4138322715398,-54.66955480747265,3.6,5.0,-1.4,14,3,11,-12,1,-13,0.8,1.4666666666666666,-0.6666666666666665,-23.429809203202563
2015/16,2015-12-12,Crystal Palace,Southampton,1,0,H,0,0.8,0.6,0.20000000000000007,0.8758002560819462,0.5697823303457106,0.30601792573623565,0.7906844129804972,0.604923139164794,0.18576127381570318,1.0,0.8,0.8,1.4,0.19999999999999996,-0.5999999999999999,0.45,0.4375,1502.2068573808167,1503.452452793074,-1.2455954122572166,5.2,4.4,0.7999999999999998,3,3,0,5,3,2,1.5333333333333334,1.4,0.13333333333333353,-0.5449479928625323
2015/16,2015-12-12,Bournemouth,Manchester United,2,1,H,0,0.4,1.8,-1.4,0.43021766965428937,2.0243277848911654,-1.594110115236876,0.39861282252520736,1.8283959496301967,-1.4297831271049892,1.6,3.6,1.2,0.6,0.40000000000000013,3.0,0.45,0.35714285714285715,1455.7498853469683,1554.85813423465,-99.10824888768161,4.0,2.6,1.4,3,3,0,-12,10,-22,0.8666666666666667,1.9333333333333333,-1.0666666666666667,-35.395803174172
2015/16,2015-12-12,Manchester City,Swansea City,2,1,H,0,2.0,0.8,1.2,2.23943661971831,0.49551856594110116,1.7439180537772088,2.0003312337051264,0.7702143099839015,1.230116923721225,1.4,1.2,0.8,1.6,0.5999999999999999,-0.40000000000000013,0.45,0.75,1543.3892589300408,1463.7561417153026,79.63311721473815,5.0,2.8,2.2,3,3,0,14,-8,22,1.9333333333333333,0.9333333333333333,1.0,59.72483791105361
2015/16,2015-12-13,Aston Villa,Arsenal,0,2,A,2,0.0,2.0,-2.0,0.0,1.9551856594110115,-1.9551856594110115,0.0,1.9965843418741194,-1.9965843418741194,1.0,2.8,1.8,0.8,-0.8,1.9999999999999998,0.45,0.14285714285714285,1412.7616255812088,1546.5678809690785,-133.80625538786967,3.4,5.6,-2.1999999999999997,15,4,11,-15,14,-29,0.4,2.0,-1.6,-19.115179341124236
2015/16,2015-12-13,Liverpool,West Bromwich,2,2,D,1,2.0,1.6,0.3999999999999999,1.8092189500640206,1.4379001280409731,0.37131882202304745,2.0006005257450394,1.6132012502616728,0.3873992754833666,2.0,1.2,1.2,1.0,0.8,0.19999999999999996,0.45,0.5714285714285714,1521.833309028858,1495.9679375001463,25.86537152871165,4.8,3.0,1.7999999999999998,4,4,0,1,-5,6,1.5333333333333334,1.2666666666666666,0.26666666666666683,14.78021230212094
2015/16,2015-12-13,Tottenham,Newcastle United,1,2,A,2,2.2,0.8,1.4000000000000001,2.0678617157490398,0.49551856594110116,1.5723431498079385,2.205022071354475,0.7952878298631971,1.4097342414912777,2.6,0.6,1.4,2.6,1.2000000000000002,-2.0,0.45,0.75,1546.3690280215437,1455.7294470664172,90.63958095512658,7.4,4.6,2.8000000000000007,14,15,-1,13,-14,27,1.7333333333333334,0.8666666666666667,0.8666666666666667,67.97968571634493
2015/16,2015-12-14,Leicester City,Chelsea,2,1,H,0,2.2,0.8,1.4000000000000001,2.1370038412291934,0.7989756722151088,1.3380281690140845,2.2042015508183015,0.7886649122562741,1.4155366385620274,2.0,1.0,0.8,1.6,1.2,-0.6000000000000001,0.45,0.7142857142857143,1563.7038656311413,1469.8692994990151,93.83456613212616,5.0,3.2,1.7999999999999998,16,5,11,11,-7,18,2.1333333333333333,1.0,1.1333333333333333,67.02469009437583
2015/16,2015-12-19,West Bromwich,Bournemouth,1,2,A,2,1.2,1.0,0.19999999999999996,1.172855313700384,1.3060179257362357,-0.13316261203585156,1.2267127616331495,1.0205560762190673,0.20615668541408216,1.4,1.4,1.8,2.8,-0.40000000000000013,-1.4,0.45,0.375,1496.711030432539,1468.5275158515333,28.18351458100574,2.6,4.8,-2.1999999999999997,6,7,-1,-5,-11,6,1.25,1.0,0.25,10.568817967877152
2015/16,2015-12-19,Stoke City,Crystal Palace,1,2,A,2,1.0,1.4,-0.3999999999999999,0.8463508322663252,1.6402048655569783,-0.7938540332906531,1.0080600339002377,1.3920653940977268,-0.3840053601974891,0.2,0.8,1.2,0.6,-1.0,0.20000000000000007,0.45,0.5,1501.4198720813044,1512.2427083450712,-10.822836263766703,3.2,5.4,-2.2,7,7,0,-1,6,-7,1.4375,1.625,-0.1875,-5.411418131883352
2015/16,2015-12-19,Southampton,Tottenham,0,2,A,2,0.4,1.6,-1.2000000000000002,0.3495518565941101,1.3175416133162612,-0.9679897567221512,0.3997054537033676,1.597738812772685,-1.1980333590693175,0.4,1.2,2.0,0.8,-1.6,0.3999999999999999,0.45,0.5,1493.4166018288195,1533.8178278489968,-40.40122602017732,3.8,7.4,-3.6000000000000005,7,6,1,2,12,-10,1.3125,1.625,-0.3125,-20.20061301008866
2015/16,2015-12-19,Newcastle United,Aston Villa,1,1,D,1,0.8,0.0,0.8,1.1216389244558258,0.0,1.1216389244558258,0.8203051502096766,0.0,0.8203051502096766,0.6,2.4,0.6,2.6,0.0,-0.20000000000000018,0.45,0.4375,1468.280647238964,1406.4331281323125,61.84751910665159,4.2,3.0,1.2000000000000002,6,6,0,-13,-17,4,1.0,0.375,0.625,27.05828960916007
2015/16,2015-12-19,Everton,Leicester City,2,3,A,2,1.6,2.6,-1.0,1.6645326504481435,2.508322663252241,-0.8437900128040974,1.5529668730538873,2.5889619356606057,-1.0359950626067185,2.4,1.4,2.0,0.8,0.3999999999999999,0.5999999999999999,0.45,0.5625,1513.7781102759213,1571.0668953009642,-57.2887850250429,6.4,4.6,1.8000000000000007,7,5,2,8,12,-4,1.4375,2.1875,-0.75,-32.22494157658663
2015/16,2015-12-19,Chelsea,Sunderland,3,1,H,0,0.8,1.8,-1.0,0.5992317541613317,1.70550576184379,-1.1062740076824584,0.7886649122562741,1.8080273369989057,-1.0193624247426316,0.8,1.6,1.2,0.4,-0.3999999999999999,1.2000000000000002,0.45,0.4375,1462.5062698291922,1449.3049345679121,13.201335261280065,3.4,3.2,0.19999999999999973,5,7,-2,-8,-13,5,0.9375,0.75,0.1875,5.775584176810028
2015/16,2015-12-19,Manchester United,Norwich City,1,2,A,2,1.6,1.0,0.6000000000000001,1.440460947503201,1.2496798975672214,0.19078104993597966,1.6248595484647648,0.9938880837828423,0.6309714646819224,1.4,1.0,1.2,1.2,0.19999999999999996,-0.19999999999999996,0.45,0.7857142857142857,1542.080503730085,1460.6357408635397,81.44476286654526,3.4,2.6,0.7999999999999998,7,7,0,9,-10,19,1.8125,0.875,0.9375,63.99231368085699
2015/16,2015-12-20,Swansea City,West Ham,0,0,D,1,0.2,1.0,-0.8,0.1382842509603073,0.8847631241997439,-0.7464788732394366,0.19527191321068207,0.9936007523336793,-0.7983288391229972,0.6,1.8,0.8,1.6,-0.20000000000000007,0.19999999999999996,0.45,0.4375,1456.0088566480892,1517.7930433453664,-61.784186697277164,3.4,5.4,-2.0000000000000004,8,8,0,-9,4,-13,0.875,1.5,-0.625,-27.03058168005876
2015/16,2015-12-20,Watford,Liverpool,3,0,H,0,2.4,2.0,0.3999999999999999,2.585147247119078,1.6069142125480154,0.9782330345710628,2.3565213712971484,1.9968171816595757,0.3597041896375728,1.6,0.8,2.2,1.4,-0.6000000000000001,-0.5999999999999999,0.45,0.5,1520.8531751676949,1521.0902160964652,-0.23704092877028415,5.6,6.0,-0.40000000000000036,8,7,1,2,1,1,1.5625,1.5,0.0625,-0.11852046438514208
2015/16,2015-12-21,Arsenal,Manchester City,2,1,H,0,2.0,2.4,-0.3999999999999999,2.2163892445582585,2.585147247119078,-0.3687580025608197,1.9582285844808585,2.3809668966811626,-0.4227383122003041,1.8,0.6,1.8,1.4,0.0,-0.7999999999999999,0.45,0.7142857142857143,1552.8963784179748,1551.1365439972542,1.7598344207206083,5.4,5.8,-0.39999999999999947,8,9,-1,16,15,1,2.0625,2.0,0.0625,1.257024586229006
2015/16,2015-12-26,Chelsea,Watford,2,2,D,1,1.4,2.4,-1.0,1.4327784891165174,2.6888604353393086,-1.2560819462227912,1.368386886083439,2.3489440597583635,-0.9805571736749246,1.2,1.2,1.8,0.8,-0.6000000000000001,0.3999999999999999,0.45,0.5,1472.126487607494,1530.8599977529989,-58.73351014550485,4.4,5.6,-1.1999999999999993,7,6,1,-6,5,-11,1.0588235294117647,1.6470588235294117,-0.588235294117647,-29.366755072752426
2015/16,2015-12-26,Manchester City,Sunderland,4,1,H,0,1.8,1.8,0.0,1.70550576184379,1.2791293213828425,0.4263764404609476,1.79547276676525,1.8080273369989057,-0.012554570233655804,1.6,1.6,1.4,0.8,0.20000000000000018,0.8,0.45,0.7777777777777778,1541.187195670367,1439.6847167896103,101.5024788807566,6.0,3.4,2.6,5,7,-2,14,-15,29,1.8823529411764706,0.7058823529411765,1.176470588235294,78.94637246281069
2015/16,2015-12-26,Aston Villa,West Ham,1,1,D,1,0.2,0.6,-0.39999999999999997,0.32778489116517284,0.7580025608194623,-0.4302176696542894,0.19577075296519522,0.5935974529338366,-0.3978266999686414,0.8,2.4,0.4,1.4,0.4,1.0,0.45,0.125,1408.1946753308218,1516.0332624928058,-107.83858716198392,4.2,4.8,-0.5999999999999996,7,6,1,-17,4,-21,0.4117647058823529,1.4705882352941178,-1.058823529411765,-13.47982339524799
2015/16,2015-12-26,Bournemouth,Crystal Palace,0,0,D,1,1.6,1.8,-0.19999999999999996,1.9628681177976952,2.1357234314980795,-0.17285531370038432,1.619240488392083,1.7878048304718306,-0.16856434207974758,2.0,2.0,1.6,0.8,0.3999999999999999,1.2,0.45,0.4375,1479.3369280113516,1521.9313027958187,-42.59437478446716,5.6,5.0,0.5999999999999996,7,7,0,-10,7,-17,1.1176470588235294,1.7058823529411764,-0.588235294117647,-18.635038968204384
2015/16,2015-12-26,Liverpool,Leicester City,1,0,H,0,1.4,2.6,-1.2000000000000002,0.971830985915493,2.6312419974391807,-1.6594110115236878,1.4061527851170257,2.5849110956137125,-1.1787583104966868,1.6,1.8,2.4,1.2,-0.7999999999999998,0.6000000000000001,0.45,0.5625,1511.0833935111611,1579.4327746921663,-68.34938118100513,5.4,5.0,0.40000000000000036,6,7,-1,-2,13,-15,1.411764705882353,2.235294117647059,-0.8235294117647058,-38.446526914315385
2015/16,2015-12-26,Newcastle United,Everton,0,1,A,2,1.0,1.6,-0.6000000000000001,1.1690140845070423,1.2483994878361075,-0.0793854033290653,1.007829567293985,1.5529668730538873,-0.5451373057599023,0.8,2.0,2.6,1.6,-1.8,0.3999999999999999,0.45,0.4444444444444444,1466.5191000404548,1505.4122308847193,-38.89313084426453,3.4,6.4,-3.0000000000000004,7,7,0,-13,7,-20,1.0,1.3529411764705883,-0.3529411764705883,-17.285835930784238
2015/16,2015-12-26,Tottenham,Norwich City,3,0,H,0,2.0,1.6,0.3999999999999999,1.8937259923175416,1.9206145966709347,-0.02688860435339313,1.9949467228938107,1.6107202852748763,0.3842264376189344,2.4,0.8,1.4,1.0,1.0,-0.19999999999999996,0.45,0.6666666666666666,1542.660200200123,1472.9378944973587,69.72230570276429,7.8,2.8,5.0,7,7,0,14,-9,23,1.7058823529411764,1.0,0.7058823529411764,46.48153713517619
2015/16,2015-12-26,Southampton,Arsenal,4,0,H,0,0.2,2.0,-1.8,0.18437900128040974,2.412291933418694,-2.2279129321382842,0.19943191999402377,1.982397781377515,-1.7829658613834913,0.2,1.4,1.6,0.8,-1.4000000000000001,0.5999999999999999,0.45,0.4444444444444444,1484.5742294776933,1562.845726744862,-78.2714972671688,4.0,5.4,-1.4000000000000004,7,5,2,0,17,-17,1.2352941176470589,2.1176470588235294,-0.8823529411764706,-34.78733211874169
2015/16,2015-12-26,Stoke City,Manchester United,2,0,H,0,0.8,1.4,-0.5999999999999999,0.5569782330345711,1.002560819462228,-0.4455825864276569,0.8119199374969917,1.4229487981537292,-0.6110288606567376,0.4,1.2,1.6,1.4,-1.2000000000000002,-0.19999999999999996,0.45,0.4375,1491.7312776305569,1529.778350096266,-38.04707246570911,3.8,3.6,0.19999999999999973,7,7,0,-2,8,-10,1.3529411764705883,1.7058823529411764,-0.3529411764705881,-16.645594203747734
2015/16,2015-12-26,Swansea City,West Bromwich,1,0,H,0,0.4,1.2,-0.7999999999999999,0.43149807938540335,0.8796414852752881,-0.4481434058898847,0.39764431899006425,1.2267127616331495,-0.8290684426430852,0.6,1.2,1.2,1.2,-0.6,0.0,0.45,0.4444444444444444,1457.76863750065,1485.9016182727207,-28.132980772070823,3.2,1.8,1.4000000000000001,6,7,-1,-9,-6,-3,0.8823529411764706,1.1764705882352942,-0.2941176470588236,-12.503547009809253
2015/16,2015-12-28,West Ham,Southampton,2,1,H,0,0.8,0.8,0.0,0.8962868117797695,1.1216389244558258,-0.22535211267605626,0.7813567429779462,0.8245702106919686,-0.04321346771402235,0.6,1.2,1.0,1.2,-0.4,0.0,0.45,0.5,1513.0253948572401,1496.789709969799,16.23568488744104,5.0,4.8,0.20000000000000018,2,2,0,4,4,0,1.4444444444444444,1.3333333333333333,0.11111111111111116,8.11784244372052
2015/16,2015-12-28,West Bromwich,Newcastle United,1,0,H,0,0.6,0.8,-0.20000000000000007,0.4263764404609475,0.7989756722151088,-0.37259923175416126,0.6059326099190752,0.8060720282929259,-0.20013941837385074,0.8,1.2,0.8,2.2,0.0,-1.0000000000000002,0.45,0.3333333333333333,1475.093651080846,1457.6338816513821,17.459769429463904,2.2,2.4,-0.19999999999999973,2,2,0,-7,-14,7,1.1111111111111112,0.9444444444444444,0.16666666666666674,5.819923143154634
2015/16,2015-12-28,Watford,Tottenham,1,2,A,2,2.6,2.0,0.6000000000000001,2.3444302176696543,2.1702944942381563,0.17413572343149797,2.545227591439363,1.9949612269379684,0.5502663645013945,2.0,0.8,2.0,0.6,0.0,0.20000000000000007,0.45,0.5555555555555556,1529.1854327272706,1550.6799423065913,-21.49450957932072,5.2,8.0,-2.8,2,2,0,5,17,-12,1.6111111111111112,1.7777777777777777,-0.16666666666666652,-11.941394210733733
